"","Kingdom","Phylum","Class","Order","Family","Genus"
"ASV_38063","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA
"ASV_38064","Bacteria","Actinobacteriota","Actinobacteria","Frankiales",NA,NA
"ASV_38065","Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae",NA
"ASV_38066","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","MWH-CFBk5",NA
"ASV_38067","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Altererythrobacter"
"ASV_38068","Bacteria","Gemmatimonadota","Longimicrobia","Longimicrobiales","Longimicrobiaceae",NA
"ASV_38069","Bacteria","Chloroflexi","Anaerolineae","SBR1031",NA,NA
"ASV_38070","Archaea","Halobacterota","Halobacteria","Halobacterales","Haloferacaceae",NA
"ASV_38071","Bacteria","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae",NA
"ASV_38072","Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41",NA
"ASV_38073","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","SM2D12",NA
"ASV_38074","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales",NA,NA
"ASV_38075","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas"
"ASV_38076","Archaea","Crenarchaeota","Nitrososphaeria","Nitrososphaerales","Nitrososphaeraceae",NA
"ASV_38077","Bacteria","Armatimonadota",NA,NA,NA,NA
"ASV_38078","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Roseisolibacter"
"ASV_38079","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Rheinheimera"
"ASV_38080","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Tyzzerella"
"ASV_38081","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae",NA
"ASV_38082","Bacteria","Acidobacteriota","Vicinamibacteria","Subgroup 17",NA,NA
"ASV_38083","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Tunicatimonas"
"ASV_38084","Bacteria","Acidobacteriota","Blastocatellia","Elev-16S-573",NA,NA
"ASV_38085","Bacteria","Actinobacteriota","Actinobacteria","Euzebyales","Euzebyaceae",NA
"ASV_38086","Bacteria","Chloroflexi",NA,NA,NA,NA
"ASV_38087","Bacteria","Gemmatimonadota","Longimicrobia","Longimicrobiales","Longimicrobiaceae",NA
"ASV_38088","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27 clade"
"ASV_38089","Bacteria","Desulfobacterota","Desulfuromonadia","Bradymonadales","Bradymonadaceae",NA
"ASV_38090","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula"
"ASV_38091","Bacteria","Actinobacteriota","MB-A2-108",NA,NA,NA
"ASV_38092","Bacteria","Actinobacteriota","Rubrobacteria","Rubrobacterales","Rubrobacteriaceae","Rubrobacter"
"ASV_38093","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Rhodopirellula"
"ASV_38094","Bacteria",NA,NA,NA,NA,NA
"ASV_38095","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Jiangella"
"ASV_38096","Bacteria","Bacteroidota","Rhodothermia","Balneolales","Balneolaceae",NA
"ASV_38097","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","Ohtaekwangia"
"ASV_38098","Bacteria","Gemmatimonadota","Longimicrobia","Longimicrobiales","Longimicrobiaceae","YC-ZSS-LKJ147"
"ASV_38099","Bacteria","Actinobacteriota","Actinobacteria","Frankiales",NA,NA
"ASV_38100","Bacteria","Chloroflexi","TK10",NA,NA,NA
"ASV_38101","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14",NA
"ASV_38102","Bacteria","Actinobacteriota","Actinobacteria","0319-7L14",NA,NA
"ASV_38103","Bacteria","Desulfobacterota","Desulfuromonadia","Bradymonadales","Bradymonadaceae",NA
"ASV_38104","Bacteria","Gemmatimonadota","Longimicrobia","Longimicrobiales","Longimicrobiaceae",NA
"ASV_38105","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae",NA
"ASV_38106","Archaea","Halobacterota","Halobacteria","Halobacterales","Haloferacaceae","Haloterrigena"
"ASV_38107","Bacteria","Gemmatimonadota","Longimicrobia","Longimicrobiales","Longimicrobiaceae",NA
"ASV_38108","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20",NA,NA
"ASV_38109","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium"
"ASV_38110","Bacteria","Actinobacteriota","Actinobacteria","Euzebyales","Euzebyaceae","Euzebya"
"ASV_38111","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA
"ASV_38112","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA
"ASV_38113","Bacteria","Myxococcota","bacteriap25",NA,NA,NA
"ASV_38114","Bacteria","Chloroflexi","Dehalococcoidia","SAR202 clade",NA,NA
"ASV_38115","Bacteria","Chloroflexi","Gitt-GS-136",NA,NA,NA
"ASV_38116","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14",NA
"ASV_38117","Bacteria","Gemmatimonadota","Longimicrobia","Longimicrobiales","Longimicrobiaceae",NA
"ASV_38118","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium"
"ASV_38119","Bacteria","Actinobacteriota","Acidimicrobiia",NA,NA,NA
"ASV_38120","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Jiangella"
"ASV_38121","Bacteria","Latescibacterota","Latescibacteria","Latescibacterales","Latescibacteraceae",NA
"ASV_38122","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"ASV_38123","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae",NA
"ASV_38124","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b",NA
"ASV_38125","Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales",NA,NA
"ASV_38126","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"ASV_38127","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium"
"ASV_38128","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Azovibrio"
"ASV_38129","Bacteria","Firmicutes","Clostridia","Gracilibacteraceae","Lutispora",NA
"ASV_38130","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",NA
"ASV_38131","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium"
"ASV_38132","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","KD3-10"
"ASV_38133","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Undibacterium"
"ASV_38134","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Pseudoxanthomonas"
"ASV_38135","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Marmoricola"
"ASV_38136","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae",NA
"ASV_38137","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae",NA
"ASV_38138","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20",NA,NA
"ASV_38139","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"ASV_38140","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavisolibacter"
"ASV_38141","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas"
"ASV_38142","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae ND3007 group"
"ASV_38143","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","Ohtaekwangia"
"ASV_38144","Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonospora"
"ASV_38145","Bacteria","Gemmatimonadota","BD2-11 terrestrial group",NA,NA,NA
"ASV_38146","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter"
"ASV_38147","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","Ohtaekwangia"
"ASV_38148","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14",NA
"ASV_38149","Bacteria","Proteobacteria","Alphaproteobacteria","Defluviicoccales",NA,NA
"ASV_38150","Archaea","Halobacterota","Halobacteria","Halobacterales","Haloferacaceae","Halolamina"
"ASV_38151","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Porticoccaceae",NA
"ASV_38152","Archaea","Halobacterota","Halobacteria","Halobacterales","Haloferacaceae","Natronoarchaeum"
"ASV_38153","Bacteria","Bacteroidota","Rhodothermia","Balneolales","Balneolaceae","Aliifodinibius"
"ASV_38154","Archaea","Halobacterota","Halobacteria","Halobacterales","Haloferacaceae","Natrinema"
"ASV_38155","Archaea","Halobacterota","Halobacteria","Halobacterales","Halomicrobiaceae","Halosiccatus"
"ASV_38156","Archaea","Halobacterota","Halobacteria","Halobacterales","Haloferacaceae","Halorussus"
"ASV_38157","Archaea","Halobacterota","Halobacteria","Halobacterales","Halomicrobiaceae",NA
"ASV_38158","Archaea","Halobacterota","Halobacteria","Halobacterales",NA,NA
"ASV_38159","Archaea","Halobacterota","Halobacteria","Halobacterales","Haloferacaceae","Halorubellus"
"ASV_38160","Bacteria","Gemmatimonadota","Longimicrobia","Longimicrobiales","Longimicrobiaceae",NA
"ASV_38161","Bacteria","Actinobacteriota","Actinobacteria","Euzebyales","Euzebyaceae",NA
"ASV_38162","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Limibaculum"
"ASV_38163","Bacteria","Actinobacteriota","Actinobacteria","Kineosporiales","Kineosporiaceae","Quadrisphaera"
"ASV_38164","Bacteria","Gemmatimonadota","S0134 terrestrial group",NA,NA,NA
"ASV_38165","Archaea","Halobacterota","Halobacteria","Halobacterales","Haloferacaceae","Halovivax"
"ASV_38166","Archaea","Nanohaloarchaeota","Nanosalinia","Nanosalinales","Nanosalinaceae",NA
"ASV_38167","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"ASV_38168","Bacteria","Gemmatimonadota","Longimicrobia","Longimicrobiales","Longimicrobiaceae",NA
"ASV_38169","Archaea","Halobacterota","Halobacteria","Halobacterales","Haloferacaceae",NA
"ASV_38170","Archaea","Halobacterota","Halobacteria","Halobacterales","Haloferacaceae","Halorussus"
"ASV_38171","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Salinibacillus"
"ASV_38172","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Demequinaceae","Demequina"
"ASV_38173","Archaea","Halobacterota","Halobacteria","Halobacterales","Halomicrobiaceae","Candidatus Halobonum"
"ASV_38174","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","[Polyangium] brachysporum group"
"ASV_38175","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45",NA
"ASV_38176","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45",NA
"ASV_38177","Bacteria","Actinobacteriota","Rubrobacteria","Rubrobacterales","Rubrobacteriaceae","Rubrobacter"
"ASV_38178","Bacteria","Myxococcota","bacteriap25",NA,NA,NA
"ASV_38179","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium"
"ASV_38180","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45",NA
"ASV_38181","Bacteria","Actinobacteriota","Actinobacteria",NA,NA,NA
"ASV_38182","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales",NA,NA
"ASV_38183","Bacteria","Chloroflexi","KD4-96",NA,NA,NA
"ASV_38184","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae",NA
"ASV_38185","Bacteria","Actinobacteriota","Actinobacteria","Kineosporiales","Kineosporiaceae","Kineosporia"
"ASV_38186","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45",NA
"ASV_38187","Bacteria","Gemmatimonadota","Longimicrobia","Longimicrobiales","Longimicrobiaceae",NA
"ASV_38188","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14",NA
"ASV_38189","Bacteria","Actinobacteriota","Actinobacteria","Euzebyales","Euzebyaceae",NA
"ASV_38190","Bacteria","Chloroflexi","SHA-26",NA,NA,NA
"ASV_38191","Bacteria","Chloroflexi","SHA-26",NA,NA,NA
"ASV_38192","Bacteria","Gemmatimonadota","Longimicrobia","Longimicrobiales","Longimicrobiaceae",NA
"ASV_38193","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",NA
"ASV_38194","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales",NA,NA
"ASV_38195","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","A21b",NA
"ASV_38196","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","SWB02"
"ASV_38197","Bacteria","Acidobacteriota","Holophagae","Subgroup 7",NA,NA
"ASV_38198","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14",NA
"ASV_38199","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA
"ASV_38200","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14",NA
"ASV_38201","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14",NA
"ASV_38202","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter"
"ASV_38203","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales",NA,NA
"ASV_38204","Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfurivibrionaceae","Desulfurivibrio"
"ASV_38205","Bacteria","Actinobacteriota","MB-A2-108",NA,NA,NA
"ASV_38206","Bacteria","Gemmatimonadota","BD2-11 terrestrial group",NA,NA,NA
"ASV_38207","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Iamiaceae","Iamia"
"ASV_38208","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA
"ASV_38209","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Marinobacteraceae","Marinobacter"
"ASV_38210","Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae",NA
"ASV_38211","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales",NA,NA
"ASV_38212","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales",NA,NA
"ASV_38213","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Pontibacter"
"ASV_38214","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256",NA,NA
"ASV_38215","Bacteria","Actinobacteriota","Actinobacteria","Euzebyales","Euzebyaceae",NA
"ASV_38216","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales",NA,NA
"ASV_38217","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Oxalicibacterium"
"ASV_38218","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Arsenicitalea"
"ASV_38219","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","MND1"
"ASV_38220","Bacteria","Proteobacteria","Gammaproteobacteria","EPR3968-O8a-Bc78",NA,NA
"ASV_38221","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA
"ASV_38222","Bacteria","Chloroflexi","TK10",NA,NA,NA
"ASV_38223","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV_38224","Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae",NA
"ASV_38225","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"ASV_38226","Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","Puniceispirillales Incertae Sedis","Constrictibacter"
"ASV_38227","Bacteria","Chloroflexi","Anaerolineae","Ardenticatenales",NA,NA
"ASV_38228","Bacteria","Cyanobacteria","Sericytochromatia",NA,NA,NA
"ASV_38229","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","CL500-29 marine group"
"ASV_38230","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Peredibacter"
"ASV_38231","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Segetibacter"
"ASV_38232","Bacteria","Gemmatimonadota","BD2-11 terrestrial group",NA,NA,NA
"ASV_38233","Archaea","Thermoplasmatota","Thermoplasmata",NA,NA,NA
"ASV_38234","Bacteria","Acidobacteriota","Holophagae","Subgroup 7",NA,NA
"ASV_38235","Bacteria","Elusimicrobiota","Lineage IIa",NA,NA,NA
"ASV_38236","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14",NA
"ASV_38237","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14",NA
"ASV_38238","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Ellin6055"
"ASV_38239","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae",NA
"ASV_38240","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales",NA,NA
"ASV_38241","Bacteria","Chloroflexi","Anaerolineae","Ardenticatenales",NA,NA
"ASV_38242","Bacteria","Chloroflexi","Dehalococcoidia","S085",NA,NA
"ASV_38243","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae",NA
"ASV_38244","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA
"ASV_38245","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Rhodopirellula"
"ASV_38246","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter"
"ASV_38247","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA
"ASV_38248","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Luteimonas"
"ASV_38249","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales",NA,NA
"ASV_38250","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Limnobacter"
"ASV_38251","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales",NA,NA
"ASV_38252","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae",NA
"ASV_38253","Bacteria","Firmicutes","Bacilli","Bacillales",NA,NA
"ASV_38254","Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae",NA
"ASV_38255","Bacteria","Gemmatimonadota","S0134 terrestrial group",NA,NA,NA
"ASV_38256","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Aggregicoccus"
"ASV_38257","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","SC-I-84",NA
"ASV_38258","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella"
"ASV_38259","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA
"ASV_38260","Bacteria","Actinobacteriota","Actinobacteria","Frankiales",NA,NA
"ASV_38261","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20",NA,NA
"ASV_38262","Bacteria","Myxococcota","Polyangia","Nannocystales","Nannocystaceae","Nannocystis"
"ASV_38263","Bacteria","Desulfobacterota","Syntrophobacteria","Syntrophobacterales","Syntrophobacteraceae","Desulfovirga"
"ASV_38264","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium"
"ASV_38265","Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae",NA
"ASV_38266","Bacteria","Patescibacteria","Microgenomatia","Candidatus Woesebacteria",NA,NA
"ASV_38267","Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Pajaroellobacter"
"ASV_38268","Bacteria","Myxococcota","bacteriap25",NA,NA,NA
"ASV_38269","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV_38270","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","oc32"
